"100.1.101.232","59897","100.20.3.123","ssh","299","31142","193","16850","106","14292","0.000000000","26.1472","5155.43","4372.78"
"100.1.21.16","60162","173.230.33.46","http","12","3327","6","481","6","2846","0.253394000","0.0293","131268.34","776693.73"
"100.1.21.16","60163","173.230.33.46","http","10","1301","5","414","5","887","0.260307000","0.0044","744771.76","1595682.48"
"100.1.21.16","60164","173.230.33.46","http","24","13715","12","876","12","12839","0.265618000","0.0065","1081815.38","15855510.96"
"100.5.111.85","ctx-bridge","177.187.163.179","http","10","1826","5","418","5","1408","0.269381000","0.0152","220551.38","742909.91"
"100.5.111.85","ndl-aas","177.187.163.179","http","28","15830","14","1010","14","14820","0.275909000","0.0082","983686.39","14433893.35"
"100.1.21.16","60165","173.230.33.46","http","14","5767","7","546","7","5221","0.276065000","0.0059","736345.25","7041132.84"
"100.20.173.55","netport-id","84.192.197.212","http","16","7246","8","611","8","6635","0.489377000","0.0070","698585.11","7586108.33"
"92.6.85.111","8924","100.10.20.4","http","9","3412","5","406","4","3006","0.790970000","46.4845","69.87","517.33"
"92.6.85.108","8925","100.10.20.4","http","206","178438","84","6164","122","172274","0.791692000","108.0682","456.30","12752.99"
"92.6.85.108","8831","100.20.3.127","ssh","305","30610","198","17468","107","13142","0.960170000","71.2450","1961.46","1475.70"
"100.5.111.9","netbookmark","61.211.3.40","http","41","29536","19","1340","22","28196","0.974124000","0.0131","817197.74","17195304.16"
"89.44.100.114","8957","100.10.20.4","http","9","3412","5","406","4","3006","1.041029000","46.2424","70.24","520.04"
"92.6.85.103","8839","100.5.20.4","ftp","28","2274","15","1048","13","1226","1.330348000","11.0383","759.54","888.55"
"92.6.85.110","10091","100.20.200.15","https","17","2021","9","869","8","1152","1.572960000","0.0431","161437.89","214012.03"
"92.6.85.106","8997","100.10.20.4","http","9","3412","5","406","4","3006","1.771038000","45.5172","71.36","528.33"
"92.6.85.122","10095","100.1.10.101","https","97","95009","30","2256","67","92753","1.792970000","0.1788","100918.71","4149163.76"
"92.6.85.111","10097","100.20.200.15","https","22","8182","11","1009","11","7173","1.804883000","0.1884","42849.56","304618.32"
"92.6.85.108","10098","100.20.200.15","https","23","8248","12","1075","11","7173","1.806389000","0.2009","42803.74","285610.48"
"92.6.85.111","10099","100.20.200.15","https","29","14930","14","1206","15","13724","1.939853000","0.0510","189150.51","2152488.87"
"92.6.85.108","itap-ddtp","100.20.200.15","https","28","14864","13","1140","15","13724","1.948782000","0.0455","200289.89","2411209.21"
"100.5.20.4","56813","92.6.85.103","ezmeeting-2","8","706","4","434","4","272","2.041344000","0.4560","7614.44","4772.18"
"89.44.100.114","ezproxy-2","100.20.200.15","https","23","8248","12","1075","11","7173","2.054083000","0.0879","97864.06","653003.63"
"100.5.111.9","ariliamulti","211.188.217.54","http","93","91560","30","2068","63","89492","2.061665000","0.3759","44011.12","1904566.31"
"89.44.100.114","ezrelay","100.20.200.15","https","29","14930","14","1206","15","13724","2.098993000","0.0419","230119.73","2618709.15"
"92.6.85.108","8835","100.5.20.4","ftp","91","7568","54","3795","37","3773","2.250367000","114.5741","264.98","263.45"
"89.44.100.101","swdtp","100.1.10.101","https","105","95537","36","2652","69","92885","2.601907000","0.0696","304972.19","10681501.29"
"100.1.22.142","60170","73.240.159.101","http","17","8294","9","674","8","7620","2.672000000","0.4503","11974.74","135382.13"
"100.20.140.228","bears-02","100.1.10.25","pop3","20","1593","11","774","9","819","2.674430000","0.5670","10920.71","11555.64"
"100.1.22.142","60171","73.240.159.101","http","10","1237","5","425","5","812","2.691355000","0.0043","797934.76","1524524.76"
"100.1.22.142","60172","73.240.159.101","http","10","1304","5","424","5","880","2.696662000","0.0037","911827.96","1892473.12"
"100.1.22.227","60121","100.20.200.239","ssh","4","434","3","336","1","98","2.701130000","0.0114","235892.94","N/A"
"100.1.22.142","60173","73.240.159.101","http","10","1317","5","424","5","893","2.704355000","0.0041","829339.85","1746699.27"
"100.1.22.142","60174","73.240.159.101","http","10","1317","5","424","5","893","2.710083000","0.0039","879439.98","1852216.75"
