"100.1.21.16","60162","173.230.33.46","http","12","3327","6","481","6","2846","0.000000000","0.0289","133328.71","788884.65"
"100.1.21.16","60163","173.230.33.46","http","10","1301","5","414","5","887","0.006743000","0.0043","761554.38","1631639.46"
"100.1.21.16","60164","173.230.33.46","http","24","13715","12","876","12","12839","0.012109000","0.0063","1119310.01","16405047.12"
"100.5.111.85","ctx-bridge","177.187.163.179","http","10","1826","5","418","5","1408","0.015832000","0.0150","222666.13","750033.29"
"100.5.111.85","ndl-aas","177.187.163.179","http","28","15830","14","1010","14","14820","0.022356000","0.0081","996792.50","14626202.81"
"100.1.21.16","60165","173.230.33.46","http","14","5767","7","546","7","5221","0.022482000","0.0059","746156.47","7134950.46"
"100.20.173.55","netport-id","84.192.197.212","http","16","7246","8","611","8","6635","0.235969000","0.0067","724792.41","7870699.88"
"92.6.85.111","8924","100.10.20.4","http","9","3412","5","406","4","3006","0.537274000","46.4845","69.87","517.33"
"92.6.85.108","8925","100.10.20.4","http","207","178504","85","6230","122","172274","0.538031000","108.0682","461.19","12752.98"
"92.6.85.108","8831","100.20.3.127","ssh","305","30610","198","17468","107","13142","0.706414000","71.2451","1961.45","1475.69"
"100.5.111.9","netbookmark","61.211.3.40","http","41","29536","19","1340","22","28196","0.720655000","0.0129","833203.79","17532100.11"
"89.44.100.114","8957","100.10.20.4","http","9","3412","5","406","4","3006","0.787367000","46.2424","70.24","520.04"
"92.6.85.103","8839","100.5.20.4","ftp","28","2274","15","1048","13","1226","1.076688000","11.0382","759.54","888.55"
"92.6.85.110","10091","100.20.200.15","https","17","2021","9","869","8","1152","1.319265000","0.0431","161314.28","213848.15"
"92.6.85.106","8997","100.10.20.4","http","9","3412","5","406","4","3006","1.517376000","45.5172","71.36","528.33"
"92.6.85.122","10095","100.1.10.101","https","97","95009","30","2256","67","92753","1.539249000","0.1789","100884.87","4147772.18"
"92.6.85.111","10097","100.20.200.15","https","22","8182","11","1009","11","7173","1.551116000","0.1884","42848.88","304613.47"
"92.6.85.108","10098","100.20.200.15","https","23","8248","12","1075","11","7173","1.552614000","0.2010","42784.15","285479.75"
"92.6.85.111","10099","100.20.200.15","https","29","14930","14","1206","15","13724","1.686162000","0.0510","189321.25","2154431.82"
"92.6.85.108","itap-ddtp","100.20.200.15","https","28","14864","13","1140","15","13724","1.695021000","0.0456","199929.85","2406874.78"
"100.5.20.4","56813","92.6.85.103","ezmeeting-2","8","706","4","434","4","272","1.787587000","0.4562","7610.56","4769.75"
"89.44.100.114","ezproxy-2","100.20.200.15","https","23","8248","12","1075","11","7173","1.800328000","0.0880","97778.38","652431.95"
"100.5.111.9","ariliamulti","211.188.217.54","http","93","91560","30","2068","63","89492","1.808201000","0.3756","44042.40","1905920.06"
"89.44.100.114","ezrelay","100.20.200.15","https","29","14930","14","1206","15","13724","1.845299000","0.0419","230504.59","2623088.69"
"92.6.85.108","8835","100.5.20.4","ftp","91","7568","54","3795","37","3773","1.996708000","114.5741","264.98","263.45"
