"92.6.85.111","16343","100.5.20.4","15604","3378","3460703","1131","74646","2247","3386057","0.000000000","1.0138","589041.58","26719829.24"
"92.6.85.108","15561","100.20.3.127","ssh","1175","119870","748","64808","427","55062","0.032256000","225.7830","2296.29","1950.97"
"92.6.85.110","16390","100.5.5.5","https","19","3205","11","1006","8","2199","0.203389000","0.0847","95056.99","207783.62"
"100.20.3.153","11516","44.201.93.51","http","16","7118","8","609","8","6509","0.214881000","0.0301","161774.47","1729047.68"
"100.20.3.153","11517","44.201.93.51","http","20","11399","10","740","10","10659","0.238866000","0.0050","1183290.03","17044173.50"
"92.6.85.110","16391","100.5.5.5","https","21","7784","11","1005","10","6779","0.247984000","0.0395","203631.94","1373553.17"
"92.6.85.103","16392","100.20.200.15","https","22","5652","12","1099","10","4553","0.393641000","13.5481","648.95","2688.49"
"100.5.111.170","11519","66.245.28.38","http","68","58127","28","1931","40","56196","0.579271000","0.0388","398103.29","11585609.73"
"92.6.85.111","16181","100.5.20.4","ftp","76","6297","44","3106","32","3191","1.013865000","70.1669","354.13","363.82"
"89.44.100.109","16280","100.10.20.4","http","1482","1375081","532","43168","950","1331913","1.312921000","22.4822","15360.78","473944.18"
"89.44.100.109","16281","100.10.20.4","http","366","265372","152","15701","214","249671","1.316293000","24.5354","5119.47","81407.72"
"89.44.100.109","11955","100.20.3.106","ssh","6795","767542","4310","378972","2485","388570","1.432719000","410.0366","7393.92","7581.18"
"100.20.200.166","11527","79.3.81.202","http","12","4181","6","488","6","3693","2.265182000","0.0215","181733.54","1375290.94"
"100.20.200.166","11528","79.3.81.202","http","12","2449","6","486","6","1963","2.282422000","0.0038","1034868.25","4179930.80"
"92.6.85.116","15704","100.10.20.4","http","178","154837","71","5292","107","149545","3.083410000","132.4762","319.57","9030.75"
"92.6.85.116","15743","100.10.20.4","http","151","121493","66","4953","85","116540","3.098268000","134.5255","294.55","6930.43"
"100.20.173.95","11038","12.120.97.131","ftp","52","4441","33","2294","19","2147","3.154106000","47.4765","386.55","361.78"
"100.20.173.95","11533","12.120.97.131","10691","10","2271","5","338","5","1933","3.158849000","0.0032","837151.70","4787616.10"
"89.44.100.109","16446","100.5.5.5","https","21","7323","11","1006","10","6317","3.473772000","0.0467","172271.34","1081747.54"
"92.6.85.108","16447","100.20.200.15","https","356","356395","118","8107","238","348288","4.093868000","3.5593","18221.45","782818.75"
"100.20.140.237","11543","88.34.120.53","http","54","44721","22","1547","32","43174","4.965307000","0.0658","187950.86","5245371.85"
"92.6.85.108","16451","100.5.20.4","ftp","141","11690","81","5701","60","5989","5.280850000","196.9803","231.54","243.23"
"100.20.200.166","11549","147.69.10.236","http","12","4494","6","481","6","4013","5.295593000","0.0310","124197.14","1036181.13"
"100.20.200.166","11550","147.69.10.236","http","12","4122","6","479","6","3643","5.321700000","0.0038","1000783.49","7611386.79"
"100.5.111.170","11553","201.89.13.125","http","10","1706","5","420","5","1286","5.928060000","0.0206","163011.84","499126.72"
"89.44.100.109","16506","100.20.200.15","https","19","3483","11","1009","8","2474","6.524045000","1.1396","7082.88","17366.75"
"89.44.100.101","16507","100.1.10.25","smtp","43","15842","22","13821","21","2021","6.542534000","3.1217","35418.75","5179.17"
"89.44.100.109","16516","100.20.200.15","https","18","5596","10","942","8","4654","7.572745000","0.0455","165670.07","818501.58"
"89.44.100.109","16520","100.20.200.15","https","26","11715","13","1140","13","10575","7.619709000","0.0435","209732.32","1945543.19"
"92.6.85.108","16566","100.5.5.5","https","18","5493","10","940","8","4553","8.544116000","0.0445","169068.55","818903.30"
"100.20.140.237","11569","86.60.17.51","http","12","2592","6","479","6","2113","9.035799000","0.0197","194537.52","858158.19"
"100.20.140.237","11570","86.60.17.51","http","58","46103","25","1731","33","44372","9.041917000","0.0131","1057906.80","27118105.42"
"92.6.85.110","16569","100.20.200.15","https","19","2425","11","1009","8","1416","9.294502000","0.1056","76464.01","107307.28"
"100.10.20.8","sbi-agent","160.21.150.238","http","11","3130","5","721","6","2409","9.319861000","0.0312","184711.95","617158.23"
"100.20.3.153","11575","210.209.202.88","http","24","14526","12","876","12","13650","9.323237000","0.0863","81184.40","1265030.93"
"100.5.111.170","11576","162.239.190.38","http","13","4266","7","549","6","3717","9.323859000","0.1033","42515.29","287849.45"
"100.20.200.166","11577","66.207.213.121","http","13","2762","7","557","6","2205","9.324359000","0.0536","83154.50","329184.32"
"92.6.85.110","16570","100.20.200.15","https","26","11735","13","1140","13","10595","9.349839000","0.0500","182491.25","1696048.02"
"100.20.200.166","11583","66.207.213.121","http","16","7701","8","623","8","7078","9.372330000","0.0051","974198.59","11068021.89"
"100.5.111.170","11585","162.239.190.38","http","24","13434","12","877","12","12557","9.383695000","0.0427","164228.37","2351443.08"
"100.1.10.25","61647","89.44.100.101","auth","2","134","1","74","1","60","9.521359000","0.0002","N/A","N/A"
"100.5.111.170","11604","177.2.144.143","http","58","47847","23","1607","35","46240","10.436140000","0.0501","256627.28","7384222.29"
"100.5.111.170","11605","177.2.144.143","http","14","5493","7","549","7","4944","10.465255000","0.0149","294310.80","2650405.41"
"100.20.173.95","11606","12.120.97.131","mentaserver","12","5383","6","404","6","4979","10.492379000","0.0094","345446.77","4257374.95"
"92.6.85.111","16624","100.5.20.4","radwiz-nms-srv","8","679","4","272","4","407","10.775790000","0.0026","828321.28","1239436.62"
"100.20.200.210","11609","89.44.200.5","http","14","4405","7","545","7","3860","10.985660000","0.0340","128325.88","908876.85"
"92.6.85.116","16625","100.20.200.15","https","18","3000","10","943","8","2057","11.124317000","0.0435","173457.19","378368.44"
"92.6.85.110","15417","100.10.20.4","http","154","131877","64","4823","90","127054","11.403886000","223.2983","172.79","4551.90"
"100.5.111.170","11612","83.122.162.141","http","12","3082","6","483","6","2599","11.486960000","0.0270","143238.43","770759.19"
"100.5.111.170","11615","156.207.7.105","http","10","2092","5","423","5","1669","11.959154000","0.0206","164009.11","647118.69"
"92.6.85.110","15416","100.10.20.4","http","82","46949","44","3588","38","43361","12.423978000","218.2153","131.54","1589.66"
"100.10.20.8","sasggprs","97.56.100.235","http","16","9455","7","849","9","8606","13.265558000","0.0348","195116.35","1977822.46"
"92.6.85.103","16628","100.20.200.15","https","24","9672","12","1074","12","8598","13.897773000","0.0430","199916.24","1600446.74"
"60.155.250.207","55937","100.5.111.31","radmin-port","1","60","1","60","0","0","13.963227000","0.0000","N/A","N/A"
"100.20.200.166","11622","73.105.135.182","http","24","13816","12","876","12","12940","15.387183000","0.0224","313458.87","4630317.13"
"100.20.3.153","11623","194.226.199.78","http","10","1817","5","421","5","1396","15.477875000","0.0214","157692.67","522895.40"
"89.44.100.113","16631","100.1.10.100","https","22","8204","11","999","11","7205","15.755117000","0.0654","122162.61","881062.66"
"100.5.111.170","11638","161.99.115.65","http","11","1318","6","485","5","833","16.936682000","0.5405","7178.22","12328.78"
"100.20.140.237","11639","60.71.142.116","http","19","9943","10","744","9","9199","17.067596000","0.4241","14034.56","173526.75"
"100.20.140.237","11642","60.71.142.116","http","14","6541","7","544","7","5997","17.486699000","0.0036","1194947.83","13172981.88"
"100.20.3.153","11643","203.13.179.171","http","10","1656","5","422","5","1234","17.507559000","0.0315","107208.64","313496.35"
"92.6.85.108","16637","100.1.10.101","https","18","2294","10","935","8","1359","17.676575000","0.0376","199026.16","289279.73"
"100.20.200.172","11646","15.71.52.149","http","17","7689","9","664","8","7025","17.689942000","0.9074","5854.31","61937.52"
"100.20.200.172","11647","15.71.52.149","http","10","1227","5","415","5","812","17.701682000","0.0031","1062060.14","2078055.02"
"12.120.97.131","49006","100.20.173.95","11651","42","31972","23","30710","19","1262","17.848464000","0.0074","33267433.99","1367095.46"
"92.6.85.108","16638","100.1.10.25","smtp","41","13217","21","11174","20","2043","17.850214000","0.0793","1126936.70","206043.64"
"100.1.10.25","61652","92.6.85.108","auth","2","134","1","74","1","60","17.858206000","0.0003","N/A","N/A"
"92.6.85.103","16639","100.5.5.5","https","19","3735","11","1006","8","2729","17.944898000","0.1284","62674.25","170017.91"
"100.20.200.172","11654","15.71.52.149","http","10","1294","5","414","5","880","17.961389000","0.0031","1061538.46","2256410.26"
"100.20.200.172","11655","15.71.52.149","http","10","1307","5","414","5","893","17.965887000","0.0032","1034676.66","2231802.56"
"100.20.200.172","11656","15.71.52.149","http","10","1307","5","414","5","893","17.973633000","0.0031","1068387.10","2304516.13"
"100.20.200.172","11657","15.71.52.149","http","10","1307","5","414","5","893","17.977629000","0.0032","1032418.95","2226932.67"
"100.20.200.172","11658","15.71.52.149","http","10","1307","5","414","5","893","17.981752000","0.0028","1199565.37","2587468.31"
"100.20.200.172","11659","15.71.52.149","http","10","1307","5","414","5","893","17.986248000","0.0029","1152801.95","2486599.37"
"100.20.200.172","11660","15.71.52.149","http","10","1307","5","414","5","893","17.990121000","0.0030","1105843.07","2385308.85"
"100.20.200.172","11661","15.71.52.149","http","10","1307","5","414","5","893","17.994118000","0.0031","1055785.78","2277335.03"
"100.20.200.172","11662","15.71.52.149","http","10","1307","5","414","5","893","17.998241000","0.0028","1169078.72","2521708.44"
"100.20.200.172","11663","15.71.52.149","http","10","1307","5","414","5","893","18.002113000","0.0030","1105105.11","2383717.05"
"100.20.200.172","11664","15.71.52.149","http","10","1307","5","414","5","893","18.006110000","0.0031","1060858.42","2288276.75"
"100.20.200.172","11665","15.71.52.149","http","10","1307","5","414","5","893","18.010234000","0.0030","1106582.02","2386902.77"
"100.20.200.172","11666","15.71.52.149","http","10","1307","5","414","5","893","18.014230000","0.0034","981915.21","2117995.85"
"100.20.200.172","11667","15.71.52.149","http","10","1307","5","414","5","893","18.018603000","0.0032","1020332.72","2200862.60"
"100.20.200.172","11668","15.71.52.149","http","10","1307","5","414","5","893","18.022725000","0.0037","886746.99","1912717.54"
"92.6.85.103","16640","100.5.5.5","https","32","18284","15","1269","17","17015","18.026456000","0.0464","218977.16","2936088.52"
"100.20.200.172","11669","15.71.52.149","http","10","1307","5","414","5","893","18.027848000","0.0031","1068387.10","2304516.13"
"100.20.200.172","11670","15.71.52.149","http","10","1307","5","414","5","893","18.032219000","0.0028","1167430.38","2518152.98"
"100.20.200.172","11671","15.71.52.149","http","10","1307","5","414","5","893","18.036091000","0.0030","1105105.11","2383717.05"
"100.20.200.172","11672","15.71.52.149","http","10","1307","5","414","5","893","18.040090000","0.0030","1106582.02","2386902.77"
"100.20.200.172","11673","15.71.52.149","http","10","1307","5","414","5","893","18.044085000","0.0031","1055113.09","2275884.04"
"100.20.200.172","11674","15.71.52.149","http","10","1307","5","414","5","893","18.048331000","0.0030","1104000.00","2381333.33"
"100.20.200.172","11675","15.71.52.149","http","10","1307","5","414","5","893","18.052205000","0.0035","942783.95","2033589.52"
"100.20.200.172","11676","15.71.52.149","http","10","1307","5","414","5","893","18.056204000","0.0030","1105105.11","2383717.05"
"100.20.200.172","11677","15.71.52.149","http","10","1307","5","414","5","893","18.060201000","0.0031","1061538.46","2289743.59"
"100.20.200.172","11678","15.71.52.149","http","10","1307","5","414","5","893","18.064321000","0.0031","1058485.14","2283157.56"
"100.20.200.172","11679","15.71.52.149","http","10","1390","5","416","5","974","18.068580000","0.0038","866892.42","2029695.23"
"100.20.200.172","11680","15.71.52.149","http","10","1390","5","416","5","974","18.073568000","0.0032","1025261.86","2400492.91"
"100.20.200.172","11681","15.71.52.149","http","10","1390","5","416","5","974","18.077691000","0.0031","1080870.41","2530691.78"
"100.20.200.172","11682","15.71.52.149","http","10","1390","5","416","5","974","18.081562000","0.0030","1110443.78","2599933.27"
"100.20.200.172","11683","15.71.52.149","http","10","1390","5","416","5","974","18.085684000","0.0030","1106382.98","2590425.53"
"100.20.200.172","11684","15.71.52.149","http","10","1390","5","416","5","974","18.089806000","0.0031","1065983.34","2495836.00"
"100.20.200.172","11685","15.71.52.149","http","10","1390","5","416","5","974","18.093929000","0.0028","1171418.51","2742696.23"
"100.20.200.172","11686","15.71.52.149","http","10","1390","5","416","5","974","18.097676000","0.0030","1110814.42","2600801.07"
"100.20.200.172","11687","15.71.52.149","http","10","1390","5","416","5","974","18.101799000","0.0030","1110443.78","2599933.27"
"100.20.200.172","11688","15.71.52.149","http","10","1390","5","416","5","974","18.105921000","0.0030","1110443.78","2599933.27"
"100.20.200.172","11689","15.71.52.149","http","10","1390","5","416","5","974","18.109792000","0.0031","1068378.81","2501444.62"
"100.20.200.172","11690","15.71.52.149","http","10","1390","5","416","5","974","18.113791000","0.0027","1211944.65","2837581.94"
"100.20.200.172","11691","15.71.52.149","http","10","1390","5","416","5","974","18.117665000","0.0031","1066666.67","2497435.90"
"100.20.200.172","11692","15.71.52.149","http","10","1390","5","416","5","974","18.121786000","0.0030","1106015.29","2589564.64"
"100.20.140.237","11702","190.66.7.44","http","17","8076","9","687","8","7389","18.508788000","0.0575","95654.14","1028804.15"
"100.20.200.172","11703","15.71.52.149","http","10","1390","5","416","5","974","18.510409000","0.0057","579387.19","1356545.96"
"100.20.140.237","11704","190.66.7.44","http","10","2196","5","421","5","1775","18.514278000","0.0236","142863.20","602332.98"
"100.20.200.172","11705","15.71.52.149","http","10","1390","5","416","5","974","18.517155000","0.0231","144381.78","338047.72"
"100.20.140.237","11706","190.66.7.44","http","20","11044","10","751","10","10293","18.539641000","0.0050","1201840.37","16472094.42"
"100.20.200.172","11707","15.71.52.149","http","10","1390","5","416","5","974","18.542528000","0.0035","956047.11","2238437.23"
"100.20.200.172","11708","15.71.52.149","http","10","1390","5","416","5","974","18.547512000","0.0044","763477.86","1787565.96"
"100.20.200.172","11709","15.71.52.149","http","10","1390","5","416","5","974","18.552757000","0.0040","833041.30","1950438.05"
"100.20.200.172","11710","15.71.52.149","http","10","1307","5","414","5","893","18.557877000","0.0031","1060858.42","2288276.75"
"100.20.200.172","11711","15.71.52.149","http","10","1307","5","414","5","893","18.562503000","0.0045","735509.66","1586497.89"
"100.20.200.172","11712","15.71.52.149","http","10","1307","5","414","5","893","18.567871000","0.0131","252458.27","544553.70"
"100.20.200.172","11713","15.71.52.149","http","10","1307","5","414","5","893","18.580364000","0.0080","414258.91","893558.47"
"100.20.200.172","11714","15.71.52.149","http","10","1307","5","414","5","893","18.589983000","0.0029","1154409.20","2490066.23"
"100.20.200.172","11715","15.71.52.149","http","10","1307","5","414","5","893","18.593855000","0.0030","1105473.97","2384512.68"
"89.44.100.113","16643","100.1.10.100","https","26","11346","13","1139","13","10207","18.824957000","0.2041","44640.63","400041.15"
"89.44.100.113","16644","100.5.5.5","https","234","226267","82","5691","152","220576","18.867925000","0.0726","627280.24","24312593.00"
"89.44.100.113","16645","100.5.5.5","https","18","2767","10","939","8","1828","18.941764000","0.0468","160382.60","312225.12"
"100.5.111.170","11721","70.242.78.230","http","20","10589","10","748","10","9841","18.986726000","0.0196","305150.43","4014686.38"
"89.44.100.113","16646","100.5.5.5","https","18","3915","10","939","8","2976","18.989737000","0.0381","197388.13","625587.93"
"100.5.111.170","11723","70.242.78.230","http","12","2697","6","484","6","2213","19.001091000","0.0036","1073468.26","4908233.99"
"92.6.85.103","14670","100.10.20.4","http","53","27765","29","2371","24","25394","19.084414000","135.0277","140.47","1504.52"
"69.140.199.133","39887","100.1.100.227","http","1","60","1","60","0","0","19.138386000","0.0000","N/A","N/A"
"100.20.140.237","11725","47.156.236.86","http","16","7044","8","616","8","6428","19.576722000","0.0195","253315.51","2643363.83"
"100.20.140.237","11726","47.156.236.86","http","20","10677","10","746","10","9931","19.582341000","0.0055","1090444.00","14516353.01"
"100.20.140.237","11727","47.156.236.86","http","14","5420","7","548","7","4872","19.588712000","0.0040","1097371.71","9756195.24"
"100.20.200.172","11729","15.71.52.149","http","12","3662","6","476","6","3186","21.607031000","0.0056","679635.91","4548991.61"
"100.5.20.4","54541","92.6.85.111","16648","8","1452","4","1180","4","272","21.626651000","0.0042","2227465.79","513449.74"
"92.6.85.108","16649","100.5.5.5","https","19","3251","11","1006","8","2245","21.725076000","0.0900","89382.50","199466.90"
"92.6.85.108","16650","100.5.5.5","https","29","15581","14","1203","15","14378","21.770047000","0.0446","215891.25","2580286.24"
"89.44.100.113","16651","100.10.20.4","http","95","74279","44","3290","51","70989","22.035125000","144.4275","182.24","3932.16"
"89.44.100.113","16652","100.10.20.4","http","69","48502","35","2845","34","45657","22.054110000","144.4248","157.59","2529.04"
"92.6.85.116","16653","100.20.200.15","https","299","297939","101","6949","198","290990","22.232999000","0.1375","404258.41","16928357.43"
"100.20.200.166","11731","174.119.62.43","http","166","167596","54","3651","112","163945","22.420879000","0.0741","394313.72","17706316.74"
"92.6.85.108","16655","100.5.5.5","https","19","4996","11","1006","8","3990","22.605507000","0.0890","90466.61","358808.92"
"92.6.85.108","16656","100.5.5.5","https","26","13152","12","1071","14","12081","22.650485000","0.0435","197092.38","2223224.14"
"100.10.20.8","bflckmgr","40.97.125.231","http","10","1115","5","594","5","521","23.844083000","0.0033","1458563.54","1279312.46"
"100.5.111.170","11735","166.141.91.20","http","10","1794","5","419","5","1375","24.019966000","0.0265","126562.21","415329.43"
"89.44.100.113","16657","100.20.200.15","https","19","2812","11","1009","8","1803","24.095418000","0.0828","97451.44","174137.70"
"89.44.100.113","16658","100.20.200.15","https","18","3537","10","942","8","2595","24.139136000","0.0385","195811.46","539416.93"
"100.20.3.153","11736","89.169.151.124","http","10","1588","5","411","5","1177","24.550375000","0.0211","155770.32","446086.79"
